id,text,intent,category,response,confidence,created_at,updated_at,source
integrated_dataset_2025-09-29T16:19:23.890115_36,quiero loguearme,authentication,authentication,Para loguearte ve a /auth donde está el formulario de inicio de sesión. Ingresa tus credenciales y accederás inmediatamente a tu espacio personal de aprendizaje.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_37,dónde está el login,authentication,authentication,El login está en la sección de autenticación (/auth). Es la página principal para iniciar sesión donde ingresas tu email y contraseña para acceder a tu cuenta.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_38,ayúdame a registrarme,authentication,authentication,"¡Claro! Te guío paso a paso: 1) Ve a /auth, 2) Haz clic en 'Registrarse', 3) Ingresa tu email, 4) Crea una contraseña segura, 5) Completa datos adicionales, 6) Confirma tu registro.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_39,cómo entro,authentication,authentication,"Para entrar: 1) Ve a /auth, 2) Si tienes cuenta, usa el formulario de 'Iniciar Sesión', 3) Si no tienes cuenta, primero regístrate, 4) Una vez dentro, accederás a tu panel personal.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_40,quiero hacer sign in,authentication,authentication,"Para hacer sign in (iniciar sesión) ve a /auth, completa el formulario con tu email y contraseña, y accederás a tu cuenta con todo tu progreso y configuraciones guardadas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_41,puedo usar mi rostro para entrar,authentication,authentication,¡Sí! Tenemos reconocimiento facial como opción avanzada de autenticación. Ve a /auth y busca la opción de 'Autenticación Facial' para configurar esta funcionalidad innovadora.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_42,ingresar con reconocimiento facial,authentication,authentication,"El reconocimiento facial está disponible en /auth como método de autenticación avanzado. Primero debes configurarlo en tu perfil, luego podrás usarlo para ingresar de forma rápida y segura.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_43,acceder a mi usuario,authentication,authentication,"Para acceder a tu usuario ve a /auth, ingresa tus credenciales en el formulario de inicio de sesión, y accederás a tu perfil personal con todos tus datos, progreso y configuraciones.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_44,crea una cuenta nueva,authentication,authentication,"Para crear una cuenta nueva: 1) Ve a /auth, 2) Selecciona 'Registrarse', 3) Completa todos los campos requeridos, 4) Acepta términos y condiciones, 5) Confirma tu email si es necesario.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_45,no recuerdo cómo se inicia sesión,authentication,authentication,"¡No te preocupes! Para iniciar sesión: 1) Ve a /auth, 2) Busca el formulario 'Iniciar Sesión', 3) Ingresa tu email y contraseña, 4) Si olvidaste tu contraseña, usa 'Recuperar Contraseña'.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_46,guíame para entrar,authentication,authentication,"Te guío paso a paso: 1) Dirígete a /auth, 2) Si tienes cuenta, completa el formulario de login, 3) Si no tienes cuenta, regístrate primero, 4) Una vez dentro, explora tu panel personal.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_47,abrir el login,authentication,authentication,El login se abre en /auth donde encontrarás el formulario de inicio de sesión. Ingresa tu email y contraseña para acceder a tu cuenta y comenzar tu experiencia de aprendizaje.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_48,quiero autenticarme,authentication,authentication,"Para autenticarte ve a /auth donde tienes múltiples opciones: login tradicional con email/contraseña, reconocimiento facial, o crear una cuenta nueva si no tienes una.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_49,llévame a mi panel,dashboard,dashboard,"Te dirijo a tu panel personal (/dashboard) donde verás tu progreso completo, cursos activos, estadísticas de aprendizaje y actividades recomendadas personalizadas para ti.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_50,qué actividades tengo pendientes,dashboard,dashboard,"En tu dashboard (/dashboard) encontrarás todas tus actividades pendientes: lecciones por completar, ejercicios de gestos recomendados y cursos que puedes continuar.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_51,mostrar mi tablero,dashboard,dashboard,"Tu tablero personal está en /dashboard donde tienes una vista completa de tu experiencia: progreso, estadísticas, cursos activos y recomendaciones personalizadas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_52,ir al dashboard,dashboard,dashboard,"Te llevo al dashboard (/dashboard), tu centro de control personal donde puedes ver todo tu progreso, acceder a cursos y revisar tus estadísticas de aprendizaje.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_53,quiero revisar mi progreso,dashboard,dashboard,"Para revisar tu progreso ve a /dashboard donde encontrarás gráficos detallados, porcentajes de completado, tiempo invertido y tu evolución en cada área de matemáticas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_54,ver mis estadísticas,dashboard,dashboard,"Tus estadísticas completas están en /dashboard: precisión en reconocimiento de gestos, tiempo de estudio, cursos completados, logros obtenidos y análisis de tu rendimiento.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_55,dónde están mis métricas,dashboard,dashboard,"Todas tus métricas están centralizadas en /dashboard: métricas de aprendizaje, estadísticas de gestos, progreso por curso y análisis de tu desempeño académico.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_56,enséñame el panel,dashboard,dashboard,"Te muestro tu panel en /dashboard donde tienes acceso a: resumen de progreso, cursos activos, estadísticas personales, actividades recomendadas y configuraciones de cuenta.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_57,qué tengo para hoy,dashboard,dashboard,"En tu dashboard (/dashboard) verás las actividades recomendadas para hoy: lecciones sugeridas, ejercicios de gestos pendientes y objetivos diarios personalizados.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_58,quiero ver mis avances,dashboard,dashboard,"Tus avances están detallados en /dashboard con gráficos interactivos que muestran tu progreso en cada curso, mejoras en reconocimiento de gestos y logros alcanzados.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_59,abrir mi tablero principal,dashboard,dashboard,"Tu tablero principal se abre en /dashboard, tu espacio personal donde controlas toda tu experiencia de aprendizaje: cursos, progreso, estadísticas y configuraciones.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_60,ir a la página central,dashboard,dashboard,"La página central es tu dashboard (/dashboard), el hub principal donde accedes a todos tus cursos, ves tu progreso y encuentras actividades personalizadas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_61,dame un resumen de mis cursos,dashboard,dashboard,"En /dashboard tienes un resumen completo de tus cursos: cuáles has completado, en cuáles estás trabajando, tu progreso en cada uno y recomendaciones de próximos pasos.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_62,quiero ver mis actividades recomendadas,dashboard,dashboard,"Las actividades recomendadas están en tu dashboard (/dashboard), personalizadas según tu progreso: ejercicios de gestos, lecciones sugeridas y desafíos adaptados a tu nivel.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_63,muéstrame mi progreso,dashboard,dashboard,"Tu progreso completo está visualizado en /dashboard con gráficos detallados, porcentajes de avance, tiempo invertido y comparativas de tu evolución en el tiempo.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_64,panel de control,dashboard,dashboard,"Tu panel de control está en /dashboard donde tienes acceso completo a: gestión de cursos, configuraciones de cuenta, estadísticas de aprendizaje y herramientas personalizadas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_65,ir a mi área personal,dashboard,dashboard,"Tu área personal es /dashboard, tu espacio privado donde encuentras todo personalizado: progreso, cursos, configuraciones, estadísticas y recomendaciones únicas para ti.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_66,mostrar acceso a cursos,dashboard,dashboard,"El acceso a todos tus cursos está en /dashboard donde puedes ver: cursos activos, completados, disponibles para empezar y recomendaciones basadas en tu progreso.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_67,qué me recomiendas hoy,dashboard,dashboard,"En tu dashboard (/dashboard) encontrarás recomendaciones diarias personalizadas: lecciones sugeridas según tu progreso, ejercicios de gestos para practicar y objetivos alcanzables.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_68,quiero practicar gestos,arithmetic_gestures,arithmetic_gestures,¡Perfecto! Ve a la sección de aritmética (/arithmetic) donde puedes practicar gestos matemáticos con tu cámara. El sistema reconocerá tus señas de números y operaciones en tiempo real.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_69,resolver sumas con la cámara,arithmetic_gestures,arithmetic_gestures,En /arithmetic puedes resolver sumas usando gestos con tu cámara. Muestra los números con tus dedos y el sistema los reconocerá para crear operaciones matemáticas interactivas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_70,entrenar números con la mano,arithmetic_gestures,arithmetic_gestures,El entrenamiento de números con la mano está en /arithmetic. Usa tu cámara para mostrar números del 0-10 con tus dedos y el sistema aprenderá a reconocer tus gestos personalizados.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_71,hacer operaciones con gestos,arithmetic_gestures,arithmetic_gestures,"En /arithmetic puedes hacer todas las operaciones básicas (suma, resta, multiplicación, división) usando gestos con tus manos. La cámara detecta tus movimientos y los convierte en matemáticas.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_72,practicar aritmética,arithmetic_gestures,arithmetic_gestures,La práctica de aritmética está en /arithmetic donde combinas aprendizaje tradicional con reconocimiento de gestos. Es una forma innovadora e interactiva de aprender matemáticas.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_73,abrir la cámara para gestos,arithmetic_gestures,arithmetic_gestures,Para abrir la cámara para gestos ve a /arithmetic y activa la función de reconocimiento. Asegúrate de tener buena iluminación y que tu cámara esté funcionando correctamente.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_74,quiero entrenar mis señas,arithmetic_gestures,arithmetic_gestures,El entrenamiento de señas está en /arithmetic donde puedes enseñar al sistema tus gestos personalizados para números y operaciones. Cada persona tiene señas únicas que el sistema aprende.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_75,reconocer mis números con la mano,arithmetic_gestures,arithmetic_gestures,"En /arithmetic el sistema reconoce números del 0-10 que muestres con tu mano. Usa dedos claros, buena iluminación y posición frontal para mejor reconocimiento.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_76,dónde hago ejercicios con gestos,arithmetic_gestures,arithmetic_gestures,"Los ejercicios con gestos están en /arithmetic. Ahí encontrarás diferentes niveles de dificultad, desde números básicos hasta operaciones complejas, todo usando tu cámara.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_77,empezar a entrenar gestos,arithmetic_gestures,arithmetic_gestures,"Para empezar el entrenamiento de gestos ve a /arithmetic, activa tu cámara, y sigue las instrucciones para calibrar el sistema con tus gestos personalizados de números.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_78,probar el reconocimiento de la mano,arithmetic_gestures,arithmetic_gestures,Puedes probar el reconocimiento de mano en /arithmetic. El sistema detecta la posición de tus dedos y los convierte en números. Asegúrate de tener buena visibilidad de tu mano.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_79,puedo usar la cámara ahora,arithmetic_gestures,arithmetic_gestures,¡Sí! Ve a /arithmetic para usar la cámara inmediatamente. Verifica que tu navegador tenga permisos de cámara activados y que tengas buena iluminación para mejor reconocimiento.,0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_80,quiero practicar operaciones,arithmetic_gestures,arithmetic_gestures,"La práctica de operaciones está en /arithmetic donde puedes hacer sumas, restas, multiplicaciones y divisiones usando gestos. Es aprendizaje matemático interactivo y divertido.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
integrated_dataset_2025-09-29T16:19:23.890115_81,entrenamiento de gestos matemáticos,arithmetic_gestures,arithmetic_gestures,"El entrenamiento de gestos matemáticos está en /arithmetic. Aprende a usar tus manos para representar números y operaciones, creando una experiencia de aprendizaje única e innovadora.",0.8,2025-09-29T16:19:23.890115,2025-09-29T16:19:23.890115,integrated_dataset
